"","YMorans","TMorans","XMorans","EAMorans","EBMorans","Model_Type","BdifBhat","AvgMorans"
"1","-0.00962884268355401","0.00410895734041305","-0.00502234100689166","0.0227614427837233","-0.0104947644987934","LM","0.0613642910048253",-0.00351407545001087
"2","0.00787336632883954","0.0047225465317539","-0.000209031691825414","-0.0286380393270576","0.0180124604729288","LM","-0.00945187003956649",0.00412896038958934
"3","-0.011711136757873","0.0204745048282137","-0.00240635728812947","0.0503102914249975","0.00262263639252732","LM","0.0322511839395405",0.00211900359407041
"4","0.00966647983389624","-0.0139483752536723","0.0198789059440886","-0.000513177114261853","-0.015005031665558","LM","0.012587209476987",0.00519900350810418
"5","0.0152813414860641","0.0147051493245477","0.0121116990227688","0.0240381319660372","-0.00172201207165761","LM","-0.0650889433241791",0.0140327299444602
"6","-0.0123592094368419","-0.00769584297376736","0.011137346836697","-0.0138401963288715","-0.01186211324365","LM","0.0161256730404313",-0.00297256852463742
"7","0.0297931727371286","0.0218459121005662","0.0190028431869252","0.00429215413859893","0.0178747246489094","LM","0.0754735550638972",0.02354730934154
"8","-0.0105545254000903","-0.0122062555310324","-0.021327717930189","-0.00555174464897428","0.0139021945946513","LM","-0.00140518467653905",-0.0146961662871039
"9","-0.000401887091394491","-0.0151948567173834","0.00852558674915999","-0.00216991178433833","0.00600414627921886","LM","-0.0894750455075347",-0.00235705235320597
"10","-0.0210231177619744","-0.0180768578049309","-0.0161504955702099","0.0147978086742141","-0.00604171056953336","LM","0.0300760290620357",-0.0184168237123717
"11","-0.0143136956843668","-0.00657235478929655","0.0121915085837021","0.00707919348720099","0.016447998591481","LM","-0.0962636668292557",-0.00289818062998708
"12","-0.0239188967623025","-0.00303460427128981","-0.0206387689802848","0.0159801787790159","0.0093334144656314","LM","0.0862977492901751",-0.0158640900046257
"13","-0.0192196936359738","-0.0104504526117135","-0.00200264077483243","-0.0167983677817528","-0.00897030114727608","LM","0.114521621955356",-0.0105575956741732
"14","0.0273490582771088","0.0131034822847029","0.016364943855854","0.0167907801006285","0.0186075444254778","LM","-0.0237811975114722",0.0189391614725552
"15","0.0187225706686932","-0.00126391865428426","-0.0019582256331155","-0.026516077131615","0.00293943484789731","LM","0.0689882293164485",0.00516680879376448
"16","0.0227682705584612","0.000735982720077335","0.0163378779248666","-0.0146126866898422","0.0136718027656764","LM","0.0255479725971934",0.013280710401135
"17","-0.0102435393024661","0.00590325535688265","0.00730594025033102","0.0188515078805343","0.00315137389218191","LM","0.0193172824111378",0.000988552101582523
