"","YMorans","TMorans","XMorans","EAMorans","EBMorans","Model_Type","BdifBhat","AvgMorans"
"1","0.466124831071051","0.323075489485263","0.537581600315392","0.307200582449249","0.298988164869338","LM","0.00785630562694761",0.442260640290569
"2","0.685426289099192","0.455092681444519","0.735062779621886","0.271745747918668","0.282204195836767","LM","0.00457538043636041",0.625193916721866
"3","0.624981047247409","0.410785668717369","0.676032073981181","0.314239281864999","0.292173230426987","LM","-0.0542114142763038",0.570599596648653
"4","0.659768317179654","0.412190706443897","0.705233902734794","0.293778617950107","0.295105915488037","LM","-0.0425460000036377",0.592397642119448
"5","0.770057595105736","0.518165198832841","0.807750430893053","0.305707254790008","0.248500965336319","LM","-0.129600610224993",0.698657741610543
"6","0.580022884641259","0.368843738782444","0.635565606425392","0.277168034719113","0.29265525913407","LM","-0.143963580531182",0.528144076616365
"7","0.732732215565642","0.517795574818653","0.761061506041074","0.305632385080335","0.313993704531438","LM","0.0459007212852316",0.670529765475123
"8","0.631231362305922","0.412799275501391","0.685859696112964","0.350885600250308","0.316094670942641","LM","-0.024730725870185",0.576630111306759
"9","0.631699114924449","0.451020975274286","0.67765009780815","0.341325023017235","0.328352929180901","LM","-0.00778920644604164",0.586790062668962
"10","0.490050589286594","0.312572747514812","0.54302619927566","0.291155506317961","0.315725471374776","LM","0.053657283112684",0.448549845359022
"11","0.689138064807837","0.486776900809263","0.735586822476777","0.324476935607328","0.353654574986748","LM","-0.0546920303014138",0.637167262697959
"12","0.621007178102241","0.417688241691456","0.679917871898159","0.352110910822162","0.295588739042754","LM","-0.10678860362474",0.572871097230619
"13","0.40835207205862","0.282421557076701","0.479227289451632","0.294003477303211","0.344422694468738","LM","0.00674969791739355",0.390000306195651
"14","0.733141785788952","0.511222664704816","0.76437120650138","0.309658466908753","0.321931473235322","LM","0.111145698961483",0.669578552331716
"15","0.31821311047909","0.210748106565447","0.369416702298119","0.29855790648685","0.299983987016814","LM","-0.0361314720554491",0.299459306447552
"16","0.611621703249683","0.409194774973611","0.657849922907336","0.323399113534502","0.349929622289452","LM","-0.169880689546627",0.559555467043543
"17","0.674164497800751","0.45954976063291","0.722475913520561","0.269658909104648","0.393632986700814","LM","0.0291059471826005",0.618730057318074
"18","0.636047218376586","0.374623956434123","0.687253109829633","0.27817245908515","0.261450796184902","LM","-0.0592177312617811",0.565974761546781
"19","0.756999804051832","0.472177107656548","0.793295022598453","0.302067612173059","0.280566248662676","LM","0.0662675458473212",0.674157311435611
"20","0.65448811308511","0.441632280971116","0.701673114023769","0.321853257962765","0.329588100089003","LM","-0.00650681293494437",0.599264502693332
"21","0.456125673021272","0.309645320879847","0.529083567245439","0.271680376179265","0.34865012883254","LM","-0.0760094088190603",0.431618187048853
"22","0.527519846249982","0.350213977651963","0.602966441481995","0.269835580131498","0.267682435974808","LM","0.0746855556203323",0.49356675512798
"23","0.75327168079223","0.536884322788387","0.777046303735623","0.321998704085941","0.334300709233182","LM","-0.062095767058994",0.68906743577208
"24","0.505979086846708","0.338560736511389","0.5651923990083","0.343811469749127","0.269309515004548","LM","-0.01550359502248",0.469910740788799
"25","0.659731153506017","0.44722108936016","0.704259665024143","0.27644161004227","0.345133079279951","LM","-0.04203158027631",0.603737302630107
"26","0.495153193492934","0.304421027519219","0.558966195435879","0.308303105827777","0.300968366833531","LM","0.0788269972442071",0.452846805482677
"27","0.613051896474729","0.413197087789257","0.67816684844354","0.281129441502534","0.275289382792","LM","0.069779202944231",0.568138610902509
"28","0.5029962306415","0.298420701432648","0.588994457243047","0.246291945605367","0.287772390554802","LM","0.00408463847262741",0.463470463105732
"29","0.736703608105557","0.524185805371632","0.760810290362068","0.299498657861683","0.347539294495795","LM","0.0913832060142141",0.673899901279752
"30","0.683387522912353","0.49832567429727","0.729009934362311","0.28629911112557","0.273615744452149","LM","-0.012562437019193",0.636907710523978
"31","0.297295681137697","0.189726495999886","0.36599075514054","0.275988972037111","0.301972229907758","LM","-0.0591516701142683",0.284337644092708
"32","0.623601635354444","0.41802534590055","0.681932905489565","0.289771991280249","0.356936605493073","LM","-0.09681625257889",0.574519962248186
"33","0.675105465988976","0.477331474551031","0.719683346151946","0.337012784861907","0.33842056146235","LM","0.0665519583293372",0.624040095563984
"34","0.681147994060347","0.465688495807966","0.730319671409475","0.257381651229936","0.288739244203612","LM","-0.0169466547550201",0.625718720425929
"35","0.714514662015997","0.480744299260397","0.737821063546203","0.303932765883935","0.33761433606948","LM","0.120237558941853",0.644360008274199
"36","0.737651467291166","0.510910372396194","0.764176764558884","0.277985909512658","0.242410377258318","LM","-0.108739194861592",0.670912868082081
"37","0.350961403162938","0.252207259557802","0.438112337975482","0.332810082411028","0.337736238563475","LM","0.0118979070057572",0.347093666898741
"38","0.502193481206388","0.327334095682863","0.554161341769902","0.327156920727109","0.299667487503235","LM","-0.05722044190972",0.461229639553051
"39","0.530070728401375","0.329921885828829","0.595214305230756","0.247332230731046","0.331269993337328","LM","-0.00420134822497642",0.485068973153653
"40","0.632778807856192","0.414011460121478","0.687009622485369","0.338567559422435","0.271347436860294","LM","-0.0337671839775532",0.577933296821013
"41","0.638239273437035","0.39914057974105","0.697309107015887","0.292077431581767","0.328468027760467","LM","0.0667313342038094",0.578229653397991
"42","0.675126923325475","0.453192560783603","0.726709268007614","0.299262607281163","0.292512658852572","LM","0.071575323885545",0.618342917372231
"43","0.660954222185784","0.437835438235472","0.70667325830054","0.309856672375899","0.322984073479198","LM","0.0356414256821",0.601820972907265
"44","0.744259141583985","0.538858568168975","0.773191357848971","0.324729778278771","0.344345714861363","LM","-0.00594217366629568",0.68543635586731
"45","0.624508191711738","0.393794337111317","0.679762149707879","0.331713218219411","0.310228645289735","LM","0.00641186225968293",0.566021559510311
"46","0.470141148904486","0.264067125853423","0.562783836016107","0.340952396584067","0.307502007386885","LM","0.052819515332261",0.432330703591339
"47","0.277916095764552","0.184950616099258","0.324536879154501","0.257171838995755","0.285315816038185","LM","0.0165470245816908",0.26246786367277
"48","0.721290276803457","0.493850558167802","0.743430787620874","0.250040809498993","0.334817812458693","LM","-0.00244009294086067",0.652857207530711
"49","0.59353190443475","0.39484005764713","0.65359660423448","0.305211262754844","0.292224494720364","LM","-0.00267306082061236",0.547322855438787
"50","0.736776375446245","0.513153550345279","0.768225529555552","0.300492247099737","0.25577890970353","LM","0.0631421823936982",0.672718485115692
"51","0.727632567496652","0.52024244580921","0.752031661343583","0.331804427787233","0.32086126298393","LM","0.105028256661031",0.666635558216482
"52","0.320157831355334","0.206558182907022","0.390441393088623","0.295865464926474","0.326597523186399","LM","-0.00309987598839889",0.30571913578366
"53","0.709581533746139","0.475986323022956","0.741071300296868","0.299611420324602","0.338476041608206","LM","0.205843837011361",0.642213052355321
"54","0.495816826722741","0.327261259316124","0.572068483440135","0.313223775958886","0.269140682531534","LM","0.064497817888447",0.465048856493
"55","0.715419154770724","0.504311117686154","0.74226095773381","0.303518325421655","0.311695355218221","LM","-0.0386071231218185",0.653997076730229
"56","0.717101465595201","0.496720430967384","0.7405665214855","0.300424237481177","0.295611413231932","LM","0.0183194811508276",0.651462806016028
"57","0.749217114075643","0.540951719640185","0.780901519070523","0.329953813426225","0.337976298483354","LM","-0.128481675432092",0.690356784262117
"58","0.743922996236637","0.523266254571432","0.782380368987269","0.308050214768722","0.2788874560585","LM","0.0683501096745365",0.683189873265113
"59","0.402277822061085","0.323783439422534","0.447786395782276","0.355505064184036","0.30862057888075","LM","-0.0131248106754477",0.391282552421965
"60","0.653944987215865","0.385768098248906","0.709456685870756","0.318544351734402","0.362712230102706","LM","-0.14037506377008",0.583056590445176
"61","0.489485579592744","0.279457123614354","0.577523498749145","0.258293591189977","0.304279944082866","LM","0.0297395093840052",0.448822067318748
"62","0.676349895229961","0.446974725180991","0.7215918173736","0.337190664727273","0.287551213688651","LM","0.016712009592762",0.614972145928184
"63","0.381982016699268","0.232190319938017","0.47929275640158","0.268433446154857","0.320482116886072","LM","-0.0822303132755643",0.364488364346288
"64","0.764411530946182","0.562721374574844","0.784533201065254","0.358010609907686","0.248392242577183","LM","-0.00947839584520616",0.703888702195427
"65","0.698372544151336","0.473033062690365","0.73428940332254","0.308453966402858","0.292640875174428","LM","-0.0935206388929516",0.635231670054747
"66","0.387493284393753","0.263021116548849","0.464352859323437","0.317720739251647","0.300225813569036","LM","0.0197412168719078",0.37162242008868
"67","0.710624780526844","0.484765515323403","0.741241345857383","0.318116865283149","0.311444557683921","LM","-0.0117328500225182",0.64554388056921
"68","0.72473198272273","0.499755368433398","0.75042286454609","0.296194193090215","0.324540655167636","LM","0.0385894285984045",0.658303405234073
"69","0.740156571458942","0.491400444081929","0.768426762695315","0.277640143235646","0.329277869329627","LM","0.0102335127988116",0.666661259412062
"70","0.373484612679166","0.281755234266989","0.420122907829466","0.282548571978455","0.327840919952672","LM","-0.0940997248032233",0.358454251591874
"71","0.519244883792119","0.302567998379341","0.578904509851906","0.286456136409037","0.27451801354382","LM","-0.073144562978282",0.466905797341122
"72","0.730830889484073","0.514621872856447","0.750261401041844","0.362111456957704","0.305473279656754","LM","0.0158660787962335",0.665238054460788
"73","0.685663024681977","0.438649210817189","0.725370113043605","0.289478349459165","0.332614007509583","LM","-0.0479478990161943",0.61656078284759
"74","0.622319678302072","0.37984767225723","0.677089990832252","0.277978721110336","0.245385522363182","LM","-0.00729802113617506",0.559752447130518
"75","0.755443028640699","0.535552210280523","0.78526109429591","0.330960012250496","0.303924467497983","LM","-0.0994124278390397",0.692085444405711
"76","0.714321221015828","0.477389206090266","0.745371297414107","0.286329977217209","0.343559094925286","LM","0.100141953394603",0.6456939081734
"77","0.747344529700969","0.514626382091717","0.778159224031017","0.323574879998367","0.347330161473924","LM","-0.0406729098359508",0.680043378607901
"78","0.407350049015878","0.244774351647492","0.520108783288659","0.297737819292095","0.310856284455957","LM","-0.014880540521031",0.390744394650676
"79","0.673243498978043","0.437752650452967","0.721124492914398","0.301227523502752","0.271273420530873","LM","-0.09210561017313",0.610706880781803
"80","0.771473532197317","0.537945547985371","0.795572021664637","0.330659423223759","0.267294391435179","LM","-0.0163493042506705",0.701663700615775
"81","0.458507766026658","0.278760546723674","0.529675977521969","0.349435775459349","0.275831644143974","LM","-0.0599943543796687",0.4223147634241
"82","0.72849854843935","0.517045486855246","0.759393930641248","0.356301829578327","0.317234174958245","LM","-0.0672940150380846",0.668312655311948
"83","0.718519125765311","0.494392044020798","0.749036929149911","0.26120008597518","0.299022942069882","LM","-0.176000663069239",0.65398269964534
"84","0.289622282848328","0.208678989540351","0.349793224213295","0.284665893934816","0.277726303741958","LM","-0.0150501557513835",0.282698165533991
"85","0.344593344970933","0.258312186574829","0.407250007564909","0.324293474468784","0.325816166454786","LM","0.0388000402202739",0.33671851303689
"86","0.733004028950422","0.478869057138897","0.770142722399952","0.278001730131631","0.319217867894904","LM","0.0496597822718814",0.66067193616309
"87","0.593931133285003","0.434420792061613","0.658191764641176","0.336901035742148","0.290742277654628","LM","0.0106538827022349",0.562181229995931
"88","0.716440617154364","0.492650057576048","0.752590077621719","0.313334005155492","0.328810635886753","LM","0.0527386969067578",0.653893584117377
"89","0.758711655397106","0.506774581773982","0.779219811238989","0.307211025002203","0.28869334296832","LM","0.00518478554715252",0.681568682803359
"90","0.476135266970295","0.312380494158874","0.540193456522829","0.260097837162693","0.303807414018682","LM","0.0203917593416301",0.442903072550666
"91","0.705782452867302","0.48846199980808","0.756926787639353","0.304230109505008","0.269249403778843","LM","0.00504104112117543",0.650390413438245
"92","0.707783796560703","0.464641198150458","0.735650890357699","0.385330419030042","0.325677980086628","LM","-0.00949032498927449",0.636025295022953
"93","0.519706265896247","0.331915700846226","0.598297086191713","0.306938182440697","0.312125566880934","LM","-0.0753252231548533",0.483306350978062
"94","0.753175652377063","0.53372512590318","0.778839904557171","0.282195142736559","0.299147711553278","LM","0.0491816841315655",0.688580227612471
"95","0.582474649719569","0.395660138715628","0.635892202889589","0.327172786966143","0.284504286713935","LM","-0.000715063267737959",0.538008997108262
"96","0.610301274902506","0.400501591338003","0.680500459100686","0.296576553680948","0.295511440250563","LM","-0.00858863805885424",0.563767775113732
"97","0.279181262770168","0.240336397836278","0.320374245970486","0.308813785273446","0.279631458404378","LM","0.0138121820151871",0.279963968858977
"98","0.733962954494743","0.511303097911269","0.765995208610466","0.308416258994251","0.321871821547343","LM","-0.103946104851679",0.670420420338826
"99","0.728925111505714","0.46949862190662","0.75341402809448","0.21185683992413","0.293936391669256","LM","-0.0137979911806404",0.650612587168938
"100","0.552442689492451","0.329268490974421","0.616810101155613","0.327235899652917","0.301996225916639","LM","0.0028439935738358",0.499507093874162
"101","0.743508994253204","0.526041100235635","0.781873464390113","0.253922781764991","0.348139867649364","LM","0.0995522350384408",0.683807852959651
"102","0.547312816139515","0.338531970700189","0.61395353249707","0.284622259185633","0.298325856792691","LM","0.070063940616278",0.499932773112258
"103","0.701636842975345","0.487931042908372","0.733970641088923","0.277757693978103","0.315350517255365","LM","-0.0648107396129386",0.64117950899088
"104","0.389735225913972","0.24716959966876","0.480696072312496","0.32887853036216","0.300391372454906","LM","-0.0076511359864404",0.372533632631743
